index,packet_size,inter_arrival_time,src_port,dst_port,packet_count_5s,mean_packet_size,spectral_entropy,frequency_band_energy,label,score,z_score,is_anomaly,reason
727,0.183250,0.477837,21320,53,0.500000,0.000000,0.002198,0.913401,0,1.096651,0.269779,0,Normal
728,0.273443,0.144609,13897,443,0.928571,0.000000,0.487638,0.333767,1,0.607211,-0.946578,0,Normal
729,0.601288,0.325212,21686,443,1.000000,0.000000,0.508702,0.393157,0,0.994446,0.015777,0,Normal
730,0.270580,0.506839,24335,53,0.642857,0.000000,0.103892,0.445622,0,0.716202,-0.675713,0,Normal
731,0.649248,0.578253,12967,443,0.785714,0.000000,0.240099,0.499290,0,1.148539,0.398730,0,Normal
732,0.210451,0.241875,2858,53,0.642857,0.000000,0.129134,0.164714,0,0.375165,-1.523257,1,|z|=1.52 >= 1.5
733,0.808876,0.836906,16252,443,0.785714,0.000000,0.093505,0.742057,0,1.550933,1.398760,0,Normal
734,0.268432,0.190267,2818,443,0.285714,0.000000,0.765310,0.480406,0,0.748839,-0.594604,0,Normal
735,0.043665,0.297484,17764,443,0.500000,0.000000,0.066885,0.112106,0,0.155771,-2.068494,1,|z|=2.07 >= 1.5
736,0.427344,0.746957,15040,53,0.785714,0.000000,0.880001,0.842052,0,1.269396,0.699085,0,Normal
737,0.155333,0.928721,38410,443,1.000000,0.000000,0.958002,0.369060,0,0.524393,-1.152396,0,Normal
738,0.799571,0.903250,32681,443,0.500000,0.000000,0.006137,0.605591,0,1.405162,1.036488,0,Normal
739,0.179671,0.640292,20005,443,0.642857,0.000000,0.437536,0.138904,1,0.318574,-1.663896,1,|z|=1.66 >= 1.5
740,0.687903,0.466218,50558,443,0.571429,0.000000,0.776731,0.350906,0,1.038809,0.126029,0,Normal
741,0.073014,0.358897,31065,53,1.000000,0.000000,0.767356,0.141292,0,0.214305,-1.923025,1,|z|=1.92 >= 1.5
742,0.929850,0.744555,59236,53,0.714286,0.000000,0.181414,0.088195,0,1.018044,0.074425,0,Normal
743,0.540444,0.829329,37850,443,0.571429,0.000000,0.327206,0.186570,0,0.727014,-0.648844,0,Normal
744,0.307802,0.341577,13901,80,0.071429,0.000000,0.298867,0.914010,0,1.221812,0.580828,0,Normal
745,0.322835,0.583720,27999,443,0.714286,0.000000,0.917705,0.981491,0,1.304325,0.785890,0,Normal
746,0.491052,0.382556,62872,443,0.785714,0.000000,0.618632,0.052849,0,0.543901,-1.103914,0,Normal
747,0.300644,0.814242,35213,53,0.857143,0.000000,0.788537,0.396689,0,0.697333,-0.722606,0,Normal
748,0.074445,0.132848,8279,80,0.428571,0.000000,0.681923,0.614113,1,0.688558,-0.744414,0,Normal
749,0.420902,0.053161,2166,53,0.000000,0.000000,0.499258,0.763125,0,1.184027,0.486926,0,Normal
750,0.961346,0.630653,27053,80,0.714286,0.000000,0.993080,0.127272,0,1.088617,0.249813,0,Normal
751,0.222620,0.616124,35935,443,0.214286,0.000000,0.018491,0.740603,0,0.963223,-0.061817,0,Normal
752,0.237652,0.687682,51576,443,0.357143,0.000000,0.386452,0.987596,0,1.225248,0.589367,0,Normal
753,0.053686,0.760581,13106,80,1.000000,0.000000,0.577226,0.276622,0,0.330309,-1.634734,1,|z|=1.63 >= 1.5
754,0.317108,0.803076,28011,443,0.571429,0.000000,0.411738,0.861548,0,1.178656,0.473577,0,Normal
755,0.535433,0.446810,42609,443,0.071429,0.000000,0.610054,0.955318,0,1.490751,1.249196,0,Normal
756,0.159628,0.304625,46357,443,0.857143,0.000000,0.988275,0.840513,0,1.000141,0.029931,0,Normal
757,0.159628,0.634689,23607,80,0.500000,0.000000,0.276368,0.335440,1,0.495068,-1.225275,0,Normal
758,0.115247,0.892061,30293,53,0.214286,0.000000,0.564531,0.566054,0,0.681301,-0.762448,0,Normal
759,0.269148,0.387173,34577,80,0.285714,0.000000,0.686009,0.378303,0,0.647452,-0.846571,0,Normal
760,0.294202,0.017920,4864,443,0.000000,0.000000,0.418312,0.143607,0,0.437809,-1.367575,0,Normal
761,0.023622,0.090055,19743,53,0.928571,0.000000,0.409588,0.270668,0,0.294290,-1.724249,1,|z|=1.72 >= 1.5
762,0.539728,0.488085,33400,443,0.357143,0.000000,0.624100,0.710534,0,1.250262,0.651532,0,Normal
763,0.774517,0.261102,4112,80,0.857143,0.000000,0.397166,0.070451,0,0.844968,-0.355703,0,Normal
764,0.342878,0.644985,2514,80,0.285714,0.000000,0.057595,0.519363,0,0.862240,-0.312778,0,Normal
765,0.806729,0.371844,29982,80,0.928571,0.000000,0.115791,0.794749,0,1.601478,1.524373,1,|z|=1.52 >= 1.5
766,0.112384,0.669889,34562,80,0.857143,0.000000,0.305544,0.046100,0,0.158483,-2.061754,1,|z|=2.06 >= 1.5
767,0.380816,0.059350,9676,443,0.285714,0.000000,0.203895,0.614350,0,0.995166,0.017567,0,Normal
768,0.156049,0.350412,54205,443,0.428571,0.000000,0.846390,0.250348,0,0.406397,-1.445640,0,Normal
769,0.002863,0.821843,58772,80,0.642857,0.000000,0.010091,0.057778,0,0.060641,-2.304912,1,|z|=2.30 >= 1.5
770,0.528991,0.825203,20585,53,0.714286,0.000000,0.769292,0.516141,0,1.045132,0.141743,0,Normal
771,0.337867,0.983867,62400,80,0.071429,0.000000,0.907035,0.558802,0,0.896669,-0.227217,0,Normal
772,0.356478,0.259447,33675,443,0.785714,0.000000,0.418893,0.270629,0,0.627107,-0.897131,0,Normal
773,0.493200,0.327324,52245,53,0.857143,0.000000,0.420258,0.287118,0,0.780317,-0.516374,0,Normal
774,0.716535,0.456254,36438,53,0.571429,0.000000,0.040323,0.154964,0,0.871499,-0.289769,0,Normal
775,0.768790,0.071595,25618,53,1.000000,0.000000,0.218006,0.401722,0,1.170513,0.453339,0,Normal
776,0.176807,0.596024,56155,443,0.857143,0.000000,0.328958,0.449899,0,0.626706,-0.898128,0,Normal
777,0.463851,0.897126,33529,53,1.000000,0.000000,0.836230,0.799368,0,1.263219,0.683732,0,Normal
778,0.146743,0.825764,10571,443,1.000000,0.000000,0.119013,0.743192,0,0.889936,-0.243951,0,Normal
779,0.231926,0.552169,40600,80,1.000000,0.000000,0.899701,0.741263,0,0.973189,-0.037050,0,Normal
780,0.763780,0.644628,54261,53,0.000000,0.000000,0.250399,0.499055,0,1.262835,0.682777,0,Normal
781,0.788833,0.936000,5566,53,1.000000,0.000000,0.566262,0.973056,0,1.761889,1.923026,1,|z|=1.92 >= 1.5
782,0.476020,0.020713,39719,53,0.714286,0.000000,0.969452,0.593084,0,1.069104,0.201318,0,Normal
783,0.034359,0.986095,28854,80,0.071429,0.000000,0.091251,0.106187,0,0.140546,-2.106331,1,|z|=2.11 >= 1.5
784,0.246242,0.065846,3482,443,0.785714,0.000000,0.221882,0.398037,0,0.644279,-0.854456,0,Normal
785,0.255548,0.336699,27312,443,0.357143,0.000000,0.194175,0.987280,0,1.242827,0.633055,0,Normal
786,0.499642,0.284080,35282,443,0.928571,0.000000,0.626338,0.188239,0,0.687881,-0.746095,0,Normal
787,0.544739,0.844622,39830,80,0.500000,0.000000,0.027977,0.559014,0,1.103753,0.287428,0,Normal
788,0.452398,0.124071,46690,80,0.214286,0.000000,0.314000,0.778280,0,1.230678,0.602861,0,Normal
789,0.775948,0.358529,13630,80,0.071429,0.000000,0.381970,0.103043,0,0.878992,-0.271148,0,Normal
790,0.747316,0.788703,57246,80,0.500000,0.000000,0.528488,0.112947,1,0.860263,-0.317693,0,Normal
791,0.167502,0.995434,29835,443,0.071429,0.000000,0.183712,0.685398,0,0.852900,-0.335992,0,Normal
792,0.091625,0.605062,42512,80,0.714286,0.000000,0.685757,0.366357,0,0.457982,-1.317441,0,Normal
793,0.760200,0.860412,52831,53,0.785714,0.000000,0.455832,0.093818,0,0.854019,-0.333211,0,Normal
794,0.376521,0.790486,25218,443,0.571429,0.000000,0.699092,0.509194,0,0.885715,-0.254438,0,Normal
795,0.442377,0.453864,40513,443,0.285714,0.000000,0.036469,0.051821,0,0.494197,-1.227438,0,Normal
796,0.606299,0.583399,8498,53,0.214286,0.000000,0.783479,0.910840,1,1.517139,1.314775,0,Normal
797,0.809592,0.636146,54146,53,0.857143,0.000000,0.272940,0.361150,0,1.170742,0.453909,0,Normal
798,0.219757,0.469016,15838,443,0.214286,0.000000,0.673411,0.330591,0,0.550347,-1.087894,0,Normal
799,0.785970,0.049983,39990,80,0.357143,0.000000,0.184482,0.938509,0,1.724479,1.830055,1,|z|=1.83 >= 1.5
800,0.102362,0.267700,27200,53,0.714286,0.000000,0.417496,0.264306,0,0.366668,-1.544375,1,|z|=1.54 >= 1.5
801,0.348604,0.673726,39465,443,0.071429,0.000000,0.823298,0.734023,0,1.082628,0.234927,0,Normal
802,0.576235,0.956696,60180,443,0.428571,0.000000,0.725670,0.911438,0,1.487673,1.241546,0,Normal
803,0.328561,0.753093,2764,53,0.928571,0.000000,0.245648,0.844116,0,1.172677,0.458718,0,Normal
804,0.549749,0.664642,36478,443,0.642857,0.000000,0.969968,0.038547,0,0.588297,-0.993582,0,Normal
805,0.078024,0.916406,52499,53,1.000000,0.000000,0.433695,0.646941,0,0.724966,-0.653933,0,Normal
806,0.707230,0.490547,44709,53,0.571429,0.000000,0.048604,0.457266,0,1.164495,0.438385,0,Normal
807,0.692198,0.910571,29411,53,0.285714,0.000000,0.958918,0.728567,1,1.420764,1.075264,0,Normal
808,0.025054,0.558459,12382,80,0.214286,0.000000,0.311019,0.146767,0,0.171820,-2.028609,1,|z|=2.03 >= 1.5
809,0.012169,0.049151,34036,53,0.714286,0.000000,0.538336,0.231937,0,0.244106,-1.848964,1,|z|=1.85 >= 1.5
810,0.833930,0.930115,46914,443,1.000000,0.000000,0.230491,0.073287,0,0.907216,-0.201004,0,Normal
811,0.858268,0.703515,17531,80,0.000000,0.000000,0.544802,0.196255,1,1.054523,0.165082,0,Normal
812,0.115247,0.274746,3325,443,0.642857,0.000000,0.831634,0.277866,0,0.393113,-1.478652,0,Normal
813,0.569792,0.298343,61124,80,0.571429,0.000000,0.509287,0.902932,0,1.472724,1.204394,0,Normal
814,0.179671,0.375152,10960,53,0.285714,0.000000,0.127428,0.300856,0,0.480527,-1.261412,0,Normal
815,0.115247,0.536766,34366,443,0.714286,0.000000,0.462124,0.810009,0,0.925256,-0.156172,0,Normal
816,0.398712,0.437694,48692,80,0.571429,0.000000,0.901924,0.933717,0,1.332429,0.855733,0,Normal
817,0.835361,0.215318,13196,443,0.428571,0.000000,0.100095,0.152018,1,0.987380,-0.001782,0,Normal
818,0.669291,0.746746,11276,443,0.500000,0.000000,0.912595,0.823584,0,1.492876,1.254475,0,Normal
819,0.330709,0.227463,20963,443,0.000000,0.000000,0.909749,0.645579,0,0.976288,-0.029349,0,Normal
820,0.220472,0.277926,4871,53,0.500000,0.000000,0.640171,0.523865,0,0.744338,-0.605790,0,Normal
821,0.768790,0.379607,31064,53,0.142857,0.000000,0.089937,0.323838,0,1.092629,0.259782,0,Normal
822,0.351467,0.695199,58904,53,0.642857,0.000000,0.629051,0.353925,0,0.705392,-0.702577,0,Normal
823,0.728704,0.037450,39257,80,0.071429,0.000000,0.872817,0.594071,0,1.322775,0.831742,0,Normal
824,0.335719,0.380090,20824,80,0.571429,0.000000,0.678751,0.579847,1,0.915566,-0.180253,0,Normal
825,0.262706,0.864180,31898,443,0.357143,0.000000,0.662642,0.632297,0,0.895003,-0.231358,0,Normal
826,0.282033,0.588045,38977,53,0.142857,0.000000,0.608682,0.827263,0,1.109296,0.301204,0,Normal
827,0.278454,0.409511,18907,53,0.642857,0.000000,0.275516,0.625950,0,0.904404,-0.207994,0,Normal
828,0.270580,0.446140,12396,443,0.500000,0.000000,0.947083,0.186683,0,0.457263,-1.319227,0,Normal
829,0.375805,0.744426,36703,80,0.928571,0.000000,0.809000,0.201793,0,0.577598,-1.020170,0,Normal
830,0.984968,0.469575,22999,53,0.428571,0.000000,0.887415,0.022070,1,1.007038,0.047073,0,Normal
831,0.435218,0.697192,7854,443,0.500000,0.000000,0.014770,0.780490,0,1.215708,0.565659,0,Normal
832,0.710809,0.832357,51648,443,0.928571,0.000000,0.322598,0.952674,0,1.663483,1.678467,1,|z|=1.68 >= 1.5
833,0.694345,0.716924,40145,443,0.642857,0.000000,0.030624,0.655024,1,1.349369,0.897834,0,Normal
834,0.006442,0.630439,56271,80,0.785714,0.000000,0.405879,0.432010,0,0.438453,-1.365975,0,Normal
835,0.413028,0.371053,16993,80,0.571429,0.000000,0.953354,0.472924,0,0.885951,-0.253852,0,Normal
836,0.578382,0.425060,62481,53,0.357143,0.000000,0.650722,0.167160,0,0.745542,-0.602797,0,Normal
837,0.400859,0.240503,47217,443,0.428571,0.000000,0.570750,0.054702,0,0.455561,-1.323457,0,Normal
838,0.203293,0.594196,42063,80,0.642857,0.000000,0.285287,0.526514,0,0.729807,-0.641901,0,Normal
839,0.148175,0.145474,21320,443,0.857143,0.000000,0.724307,0.463176,0,0.611350,-0.936290,0,Normal
840,0.803865,0.001638,53883,53,0.785714,0.000000,0.214017,0.495173,1,1.299039,0.772752,0,Normal
841,0.818182,0.508945,60639,80,0.071429,0.000000,0.685035,0.671352,0,1.489533,1.246169,0,Normal
842,0.986399,0.156436,61873,80,0.857143,0.000000,0.284932,0.261171,0,1.247571,0.644844,0,Normal
843,0.758053,0.975949,29833,53,0.214286,0.000000,0.361777,0.124570,1,0.882623,-0.262123,0,Normal
844,0.743021,0.386542,9209,53,0.357143,0.000000,0.546246,0.110056,0,0.853077,-0.335552,0,Normal
845,0.935576,0.020763,43312,53,0.285714,0.000000,0.363232,0.244226,0,1.179802,0.476425,0,Normal
846,0.644953,0.761589,19325,53,0.000000,0.000000,0.832083,0.476852,0,1.121806,0.332293,0,Normal
847,0.676450,0.500414,20942,53,0.857143,0.000000,0.994075,0.094625,0,0.771074,-0.539345,0,Normal
848,0.601288,0.036045,19184,80,0.714286,0.000000,0.713512,0.493514,0,1.094802,0.265184,0,Normal
849,0.796707,0.176502,18277,53,0.642857,0.000000,0.017888,0.029280,1,0.825987,-0.402875,0,Normal
850,0.477452,0.957025,22642,443,0.071429,0.000000,0.051118,0.226884,0,0.704336,-0.705203,0,Normal
851,0.215462,0.150323,20417,80,0.785714,0.000000,0.651240,0.866687,0,1.082149,0.233738,0,Normal
852,0.774517,0.395842,24126,80,0.285714,0.000000,0.391603,0.910948,0,1.685465,1.733098,1,|z|=1.73 >= 1.5
853,0.824624,0.711984,55741,80,0.500000,0.000000,0.524898,0.283663,0,1.108287,0.298697,0,Normal
854,0.915533,0.208672,3259,80,0.357143,0.000000,0.980989,0.958496,0,1.874030,2.201719,1,|z|=2.20 >= 1.5
855,0.681460,0.703550,58114,443,0.285714,0.000000,0.448022,0.849771,0,1.531232,1.349797,0,Normal
856,0.622047,0.672550,60437,443,0.071429,0.000000,0.682526,0.841172,0,1.463219,1.180774,0,Normal
857,0.497495,0.971431,65053,443,0.214286,0.000000,0.035807,0.582137,0,1.079632,0.227482,0,Normal
858,0.229062,0.668959,15434,443,0.428571,0.000000,0.847505,0.881813,0,1.110876,0.305130,0,Normal
859,0.109520,0.419796,45797,443,0.142857,0.000000,0.234123,0.517202,0,0.626722,-0.898088,0,Normal
860,0.939155,0.757617,22736,53,0.785714,0.000000,0.765062,0.320611,0,1.259767,0.675153,0,Normal
861,0.918397,0.686069,43629,53,0.000000,0.000000,0.875822,0.418436,0,1.336832,0.866677,0,Normal
862,0.638511,0.527917,48532,53,0.714286,0.000000,0.167026,0.713016,0,1.351527,0.903196,0,Normal
863,0.972799,0.849488,24712,80,0.571429,0.000000,0.191459,0.445336,0,1.418134,1.068728,0,Normal
864,0.881174,0.015099,2381,443,0.857143,0.000000,0.948634,0.959133,0,1.840307,2.117910,1,|z|=2.12 >= 1.5
865,0.000000,0.766584,13648,80,0.357143,0.000000,0.895147,0.134122,0,0.134122,-2.122296,1,|z|=2.12 >= 1.5
866,0.120974,0.518106,35306,80,0.000000,0.000000,0.651744,0.491615,0,0.612589,-0.933212,0,Normal
867,0.664996,0.319102,35046,80,0.357143,0.000000,0.971430,0.918037,0,1.583033,1.478534,0,Normal
868,0.446671,0.185038,49918,443,0.571429,0.000000,0.375394,0.053350,0,0.500021,-1.212965,0,Normal
869,0.235505,0.837515,50197,80,1.000000,0.000000,0.687834,0.077354,0,0.312859,-1.678100,1,|z|=1.68 >= 1.5
870,0.729420,0.959949,34724,80,0.785714,0.000000,0.834534,0.986640,0,1.716060,1.809133,1,|z|=1.81 >= 1.5
871,0.214030,0.897908,18070,80,0.714286,0.000000,0.672711,0.175676,0,0.389706,-1.487120,0,Normal
872,0.354331,0.332122,44410,80,0.571429,0.000000,0.864684,0.434567,0,0.788898,-0.495050,0,Normal
873,0.358626,0.139144,10381,443,0.714286,0.000000,0.419005,1.000000,0,1.358626,0.920837,0,Normal
874,0.108805,0.303314,9099,53,0.142857,0.000000,0.832162,0.623491,0,0.732295,-0.635718,0,Normal
875,0.077309,0.198764,35826,80,0.000000,0.000000,0.452911,0.353196,0,0.430505,-1.385727,0,Normal
876,0.403722,0.378287,34026,53,0.857143,0.000000,0.479028,0.187730,0,0.591452,-0.985742,0,Normal
877,0.042949,0.658069,1447,53,1.000000,0.000000,0.113652,0.497140,0,0.540089,-1.113389,0,Normal
878,0.352899,0.597360,39760,80,0.785714,0.000000,0.856252,0.984653,0,1.337552,0.868466,0,Normal
879,0.644238,0.305757,35780,443,0.142857,0.000000,0.688024,0.694426,0,1.338664,0.871228,0,Normal
880,0.009306,0.479780,35652,53,0.714286,0.000000,0.208467,0.320883,0,0.330189,-1.635031,1,|z|=1.64 >= 1.5
881,0.710809,0.591810,16093,443,0.214286,0.000000,0.859304,0.302303,0,1.013112,0.062168,0,Normal
882,0.438082,0.795554,39533,80,0.214286,0.000000,0.827544,0.460736,0,0.898817,-0.221877,0,Normal
883,0.758769,0.654509,2190,53,0.857143,0.000000,0.608596,0.022802,0,0.781571,-0.513257,0,Normal
884,0.264137,0.574105,18532,443,0.785714,0.000000,0.878243,0.682627,0,0.946765,-0.102718,0,Normal
885,0.682176,0.331375,32845,53,0.214286,0.000000,0.880446,0.249344,0,0.931520,-0.140605,0,Normal
886,0.250537,0.785839,45632,53,0.714286,0.000000,0.627226,0.703878,0,0.954415,-0.083707,0,Normal
887,0.261990,0.428587,6036,53,0.571429,0.000000,0.200770,0.710758,0,0.972748,-0.038146,0,Normal
888,0.106657,0.470274,30560,443,0.428571,0.000000,0.184762,0.084836,0,0.191493,-1.979719,1,|z|=1.98 >= 1.5
889,0.999284,0.875389,11808,443,0.071429,0.000000,0.298824,0.377388,1,1.376672,0.965685,0,Normal
890,0.682176,0.733753,5970,443,0.857143,0.000000,0.648310,0.170957,0,0.853133,-0.335413,0,Normal
891,0.051539,0.436370,4494,443,0.785714,0.000000,0.077726,0.586506,1,0.638045,-0.869949,0,Normal
892,0.065855,0.002122,51386,443,0.357143,0.000000,0.468908,0.397351,0,0.463207,-1.304456,0,Normal
893,0.909807,0.182786,22256,443,0.357143,0.000000,0.166884,0.400009,1,1.309815,0.799534,0,Normal
894,0.183250,0.170286,36002,443,0.785714,0.000000,0.906286,0.835969,0,1.019218,0.077343,0,Normal
895,0.496063,0.428044,18852,53,0.642857,0.000000,0.701579,0.363231,0,0.859294,-0.320100,0,Normal
896,0.695061,0.700563,9403,443,0.714286,0.000000,0.674925,0.354957,0,1.050017,0.153885,0,Normal
897,0.649248,0.203033,1333,443,0.714286,0.000000,0.354617,0.675673,0,1.324921,0.837076,0,Normal
898,0.386543,0.109079,64170,443,0.642857,0.000000,0.129023,0.491036,0,0.877579,-0.274660,0,Normal
899,0.189692,0.122215,22159,443,0.571429,0.000000,0.715829,0.752354,0,0.942046,-0.114445,0,Normal
900,0.476020,0.499369,28399,53,0.214286,0.000000,0.022254,0.318908,0,0.794928,-0.480064,0,Normal
901,0.879026,0.129780,49517,53,0.500000,0.000000,0.200184,0.056538,0,0.935565,-0.130553,0,Normal
902,0.339298,0.022983,8504,443,0.357143,0.000000,0.601269,0.435879,0,0.775178,-0.529147,0,Normal
903,0.556908,0.462194,36262,80,1.000000,0.000000,0.074066,0.551960,0,1.108867,0.300138,0,Normal
904,0.441661,0.945720,52081,53,0.714286,0.000000,0.107969,0.248528,0,0.690189,-0.740360,0,Normal
905,0.941303,0.576261,56826,443,0.571429,0.000000,0.490135,0.290199,0,1.231502,0.604910,0,Normal
906,0.618468,0.492642,47185,53,0.071429,0.000000,0.286802,0.346887,0,0.965355,-0.056518,0,Normal
907,0.002147,0.997374,38754,443,0.857143,0.000000,0.839761,0.423832,1,0.425979,-1.396974,0,Normal
908,0.671439,0.494714,7641,53,0.500000,0.000000,0.172193,0.103852,0,0.775290,-0.528867,0,Normal
909,0.928418,0.479487,36698,443,0.928571,0.000000,0.649822,0.088226,0,1.016644,0.070945,0,Normal
910,0.723694,0.096141,53023,53,0.285714,0.000000,0.236087,0.258844,0,0.982538,-0.013815,0,Normal
911,0.110236,0.725905,11817,443,0.285714,0.000000,0.033800,0.299611,0,0.409848,-1.437064,0,Normal
912,0.152470,0.518407,45767,80,0.357143,0.000000,0.822865,0.802111,0,0.954581,-0.083294,0,Normal
913,0.926271,0.871221,10568,443,0.857143,0.000000,0.949670,0.390529,0,1.316800,0.816892,0,Normal
914,0.803865,0.674672,18184,80,0.285714,0.000000,0.847670,0.216862,0,1.020727,0.081093,0,Normal
915,0.274159,0.698777,37792,443,0.142857,0.000000,0.767762,0.443890,0,0.718049,-0.671122,0,Normal
916,0.403006,0.876783,65055,80,0.428571,0.000000,0.182741,0.208401,0,0.611407,-0.936149,0,Normal
917,0.448103,0.919976,44167,443,0.071429,0.000000,0.375613,0.423449,0,0.871552,-0.289637,0,Normal
918,0.352183,0.468857,11050,443,0.500000,0.000000,0.523964,0.306750,0,0.658934,-0.818036,0,Normal
919,0.081603,0.828159,51778,80,0.428571,0.000000,0.062910,0.411438,0,0.493042,-1.230311,0,Normal
920,0.294202,0.741398,12843,443,0.857143,0.000000,0.694507,0.545803,0,0.840005,-0.368039,0,Normal
921,0.173944,0.528274,18277,443,0.142857,0.000000,0.787104,0.785882,0,0.959826,-0.070259,0,Normal
922,0.631353,0.546518,49306,80,0.142857,0.000000,0.132775,0.674854,0,1.306207,0.790565,0,Normal
923,0.597709,0.863495,22066,53,0.285714,0.000000,0.591298,0.063316,0,0.661025,-0.812838,0,Normal
924,0.665712,0.152043,40416,53,1.000000,0.000000,0.229091,0.825592,0,1.491304,1.250569,0,Normal
925,0.749463,0.736842,17995,80,1.000000,0.000000,0.375967,0.616597,0,1.366060,0.939314,0,Normal
926,0.797423,0.998391,60253,80,0.714286,0.000000,0.929591,0.538725,1,1.336148,0.864975,0,Normal
927,0.732999,0.520770,14748,443,0.928571,0.000000,0.835147,0.882829,0,1.615829,1.560038,1,|z|=1.56 >= 1.5
928,0.173228,0.351822,46794,80,0.500000,0.000000,0.627056,0.753067,0,0.926295,-0.153590,0,Normal
929,0.707946,0.799853,48034,443,0.571429,0.000000,0.792553,0.940374,0,1.648320,1.640785,1,|z|=1.64 >= 1.5
930,0.571224,0.142689,44243,443,0.928571,0.000000,0.244651,0.915194,0,1.486418,1.238427,0,Normal
931,0.080172,0.441522,35252,80,0.000000,0.000000,0.507193,0.030946,1,0.111118,-2.179466,1,|z|=2.18 >= 1.5
932,0.327130,0.607438,46684,80,0.928571,0.000000,0.074332,0.536797,0,0.863927,-0.308588,0,Normal
933,0.172513,0.423670,64871,443,1.000000,0.000000,0.012472,0.986927,0,1.159440,0.425821,0,Normal
934,0.105941,0.515712,16773,53,0.214286,0.000000,0.956198,0.331494,1,0.437436,-1.368502,0,Normal
935,0.188261,0.119102,3064,53,0.000000,0.000000,0.708140,0.109615,1,0.297875,-1.715337,1,|z|=1.72 >= 1.5
936,0.309950,0.980349,40887,53,0.357143,0.000000,0.132944,0.201142,0,0.511092,-1.185452,0,Normal
937,0.317108,0.601281,3751,443,0.642857,0.000000,0.200311,0.970283,1,1.287391,0.743804,0,Normal
938,0.261274,0.560674,23648,80,0.071429,0.000000,0.135916,0.632666,0,0.893940,-0.233999,0,Normal
939,0.400143,0.591102,19952,53,0.071429,0.000000,0.672243,0.321442,0,0.721585,-0.662335,0,Normal
940,0.161059,0.178783,25071,443,0.642857,0.000000,0.728477,0.979284,0,1.140344,0.378364,0,Normal
941,0.728704,0.270799,23794,443,0.785714,0.000000,0.974842,0.687260,0,1.415965,1.063336,0,Normal
942,0.176807,0.501956,2378,53,0.142857,0.000000,0.634045,0.662193,0,0.839001,-0.370534,0,Normal
943,0.220472,0.845124,31671,53,0.000000,0.000000,0.912584,0.303269,0,0.523741,-1.154015,0,Normal
944,0.141732,0.078591,22477,53,0.000000,0.000000,0.366418,0.927074,0,1.068806,0.200579,0,Normal
945,0.200429,0.449400,1965,80,0.785714,0.000000,0.541130,0.278982,0,0.479412,-1.264184,0,Normal
946,0.225483,0.793954,4356,53,0.214286,0.000000,0.615807,0.546998,0,0.772481,-0.535848,0,Normal
947,0.329993,0.444796,35407,53,0.571429,0.000000,0.416564,0.971869,0,1.301862,0.779768,0,Normal
948,0.931997,0.359341,42093,80,0.928571,0.000000,0.319338,0.634104,1,1.566101,1.436455,0,Normal
949,0.710093,0.360801,32659,53,0.285714,0.000000,0.669906,0.818493,0,1.528586,1.343223,0,Normal
950,0.735863,0.312850,55889,80,0.714286,0.000000,0.357840,0.188582,0,0.924444,-0.158190,0,Normal
951,0.144596,0.246165,25398,53,0.500000,0.000000,0.104828,0.022643,0,0.167238,-2.039996,1,|z|=2.04 >= 1.5
952,0.130279,0.083437,16907,80,0.428571,0.000000,0.518649,0.452408,0,0.582688,-1.007523,0,Normal
953,0.907659,0.844054,63497,80,0.857143,0.000000,0.642596,0.942741,0,1.850400,2.142995,1,|z|=2.14 >= 1.5
954,0.770222,0.659890,51269,53,0.285714,0.000000,0.686034,0.508379,0,1.278601,0.721960,0,Normal
955,0.317108,0.493892,7395,443,0.857143,0.000000,0.494505,0.879020,0,1.196128,0.516998,0,Normal
956,0.901217,0.294507,52016,53,0.142857,0.000000,0.724217,0.585742,0,1.486959,1.239772,0,Normal
957,0.023622,0.220933,11049,80,0.285714,0.000000,0.224904,0.319165,1,0.342787,-1.603724,1,|z|=1.60 >= 1.5
958,0.811024,0.615690,47477,53,0.857143,0.000000,0.295226,0.314318,0,1.125342,0.341080,0,Normal
959,0.969936,0.480119,49754,80,0.428571,0.000000,0.599099,0.629678,0,1.599614,1.519741,1,|z|=1.52 >= 1.5
960,0.120974,0.417554,8793,53,0.428571,0.000000,0.948001,0.237197,0,0.358170,-1.565493,1,|z|=1.57 >= 1.5
961,0.655691,0.425091,13137,80,0.571429,0.000000,0.557477,0.141021,0,0.796712,-0.475629,0,Normal
962,0.377953,0.748750,54342,80,0.714286,0.000000,0.007345,0.124411,0,0.502364,-1.207142,0,Normal
963,0.460272,0.197078,1471,80,0.000000,0.000000,0.295587,0.668531,0,1.128803,0.349684,0,Normal
964,0.601288,0.757295,46639,53,0.571429,0.000000,0.153241,0.217812,0,0.819101,-0.419989,0,Normal
965,0.406586,0.648130,30703,80,0.285714,0.000000,0.597869,0.826520,0,1.233105,0.608894,0,Normal
966,0.534717,0.842840,18447,80,0.928571,0.000000,0.292845,0.395103,0,0.929820,-0.144830,0,Normal
967,0.660702,0.508930,32611,80,0.714286,0.000000,0.659573,0.582366,0,1.243067,0.633652,0,Normal
968,0.710809,0.841361,45188,80,0.428571,0.000000,0.846733,0.313518,0,1.024327,0.090038,0,Normal
969,0.224767,0.963653,8140,443,0.714286,0.000000,0.436376,0.904517,0,1.129284,0.350878,0,Normal
970,0.982105,0.713811,55897,53,0.357143,0.000000,0.079003,0.576303,0,1.558407,1.417335,0,Normal
